CASRN,NAME,DTXSID,mean_conc_black,mean_conc_amerind,mean_conc_hispanic,mean_conc_asian,mean_conc_pacisl,mean_conc_nhw,mean_conc_lowinc,mean_conc_verylowinc,mean_conc_medhighinc,contributing_cbgs
57-74-9,Chlordane,DTXSID7020267,0.000000015763825497999,0.00000000222995614671321,0.00000000215281230025843,0.00000000205510608456226,0.00000000105500725255206,0.00000000383238886170043,0.00000000657051450869013,0.00000000750434917073631,0.00000000423628244896886,10470
58-89-9,Lindane,DTXSID2020686,0.00000000471749778715406,0.00000000162673309749826,0.00000000304356906123466,0.00000000116288275188045,0.000000000768224528519074,0.00000000236307083537524,0.00000000311599674629705,0.00000000309068786278943,0.00000000249538055252192,5737
584-84-9,"Toluene 2,4-diisocyanate",DTXSID7026156,0.0000104133759432204,0.000000908558721894439,0.00000114867054851278,0.00000144456715315831,0.00000203262719231516,0.00000247608321193644,0.00000350727377999306,0.00000365308651471029,0.00000297319016150832,33676
59-89-2,N-Nitrosomorpholine,DTXSID4021056,0.00000000100126674937656,0.000000000053524033842454,0.000000000165979437489236,0.000000000247178464990455,0.00000000129863559324811,0.00000000107258529482729,0.00000000141789668742715,0.00000000163979854694624,0.000000000606969312417092,171
59669-26-0,Thiodicarb,DTXSID0032578,0.00000112981620042726,0.0000000900682962127085,0.000000148230211243057,0.000000161830961873959,0.0000000733633549924229,0.000000313581453278417,0.000000468217434014979,0.000000484735339692705,0.000000349297412157258,1823
60-34-4,Methylhydrazine,DTXSID4020874,0.000000000546498850703998,0.000000000114373920130801,0.000000000280153385843657,0.000000000118156428686405,0.0000000000716185583400557,0.000000000203036091688284,0.000000000269459318172838,0.000000000278971180189836,0.000000000242414995878373,320
60-35-5,Acetamide,DTXSID7020005,0.000000107173599130068,0.00000000755548480094519,0.0000000182162801351782,0.0000000208967341233798,0.0000000170971542763985,0.0000000856828640499849,0.0000000828002101596069,0.0000000886162977018882,0.0000000668362534747177,838
606-20-2,"2,6-Dinitrotoluene",DTXSID5020528,0.0000000188328929016944,0.00000000968949408103404,0.00000000506321701036711,0.00000000830715682080569,0.0000000102916388742683,0.000000125975155493849,0.000000106177558783158,0.000000112446979896088,0.000000070653170658813,2661
61-82-5,Amitrole,DTXSID0020076,0.00000000166848186720684,0.000000000311895164294662,0.000000000812518602572226,0.000000000380792352555966,0.000000000254525401707027,0.000000000642272033297973,0.000000000874222961598164,0.000000000917160765065542,0.000000000730801025706595,1387
612-83-9,"3,3'-Dichlorobenzidine dihydrochloride",DTXSID1020433,0.00000000136857753472913,0.00000000227024805070509,0.000000000725402588734286,0.000000000283807739049931,0.000000000198571063161438,0.00000000264502702544168,0.00000000230393546567202,0.00000000183051979147957,0.00000000189634597574327,595
62-53-3,Aniline,DTXSID8020090,0.0000918320790706171,0.0000125930269602602,0.000022665965873334,0.000017593996514362,0.00000409362131136862,0.000032752666427224,0.0000341709002978784,0.0000303027195655291,0.0000379513975259623,18360
62-55-5,Thioacetamide,DTXSID9021340,0.0000000017635806973598,0.000000000338334530316061,0.000000000882250102988885,0.000000000403069966047458,0.000000000253058312639232,0.000000000652074293488798,0.00000000089603416999295,0.000000000937437107575,0.000000000766313855166451,1214
62-56-6,Thiourea,DTXSID9021348,0.000000562301329957848,0.00000023204460894575,0.000000235657434057027,0.00000079632323046055,0.00000119917250012978,0.000000675864459297781,0.000000623041879255299,0.000000716956193558799,0.000000584135525029524,7563
62-73-7,Dichlorvos,DTXSID5020449,0.00000014707224705337,0.000000117450096949492,0.00000000735247246093496,0.0000000113560175443589,0.00000000604775140528848,0.0000000707206171070156,0.0000000804537963792762,0.0000000819119255711863,0.0000000576991085017584,1742
621-64-7,N-Nitrosodi-n-propylamine,DTXSID6021032,0.0000000000478491368244432,0.0000000000595372119339129,0.000000000242397154374689,0.0000000000322558276979282,0.00000000000434321368114951,0.00000000029157826772366,0.000000000315318947714288,0.000000000294632399119449,0.000000000201820950551229,1167
62476-59-9,Acifluorfen sodium,DTXSID7023853,0.0000000275524543748146,0.00000000108507570566713,0.00000000185855542574207,0.000000000866612845468251,0.0000000016785472281729,0.00000000343050036643628,0.00000000953680733893811,0.0000000113269457447431,0.00000000445231374493337,180
63-25-2,"1-Naphthalenol, 1-(N-methylcarbamate)",DTXSID9020247,0.00000277350127640253,0.000000222962404246883,0.000000374861343114655,0.000000390719956545185,0.000000181145835111173,0.000000769875204834832,0.00000115532519008736,0.00000119025935448951,0.000000859048542884205,8159
630-20-6,"1,1,1,2-Tetrachloroethane",DTXSID2021317,0.00000413814655631328,0.000000795934668513081,0.00000118443646210954,0.0000013999189552975,0.00000128623319683376,0.00000409021253122173,0.00000393742760266332,0.0000043545662640324,0.00000309485076513956,6957
636-21-5,2-Methylaniline hydrochloride,DTXSID7021364,0.000000000000533765044627516,0.000000000000186689351621269,0.000000000000139725475391572,0.000000000000268246102054763,0.00000000000245687328393532,0.00000000000220558658319152,0.00000000000164295628557447,0.00000000000162506691361294,0.00000000000140508422007173,894
64-67-5,Diethyl sulfate,DTXSID1024045,0.000000627230365148122,0.000000307629222811144,0.000000272022355121335,0.0000000968240174326762,0.00000034139676566175,0.00000139549031600374,0.00000129979595468097,0.0000012694573361339,0.00000085543165586868,7342
67-66-3,Chloroform,DTXSID1020306,0.000131597673621457,0.0000151889736137184,0.000039169688372392,0.0000285707199694814,0.0000141331183034075,0.0000610206536365606,0.0000701428320742272,0.0000730427608855515,0.0000600145420464892,47484
67-72-1,Hexachloroethane,DTXSID7020689,0.0000024376419129503,0.000000152502066667882,0.00000076056018941946,0.000000251283415401577,0.000000166378926497662,0.000000697653183888989,0.00000117162326816018,0.00000108544757203809,0.000000785817843617689,7109
68-12-2,"N,N-Dimethylformamide",DTXSID6020515,0.000165442325838105,0.0000573940669134091,0.000170141869656109,0.000217665600812698,0.0000982884848461936,0.000132159013045938,0.000141946082327853,0.00014560944808719,0.000151159828843378,96579
684-93-5,N-Nitroso-N-methylurea,DTXSID4021006,0.0000000000012081187059391,0.000000000000323548649589933,0.0000000000003434328198661,0.00000000000084815536747669,0.0000000000027498268772226,0.00000000000466737400714976,0.00000000000302378344119928,0.00000000000290069493942231,0.00000000000317273489958668,894
71-43-2,Benzene,DTXSID3039242,0.00279835080096035,0.000887441673509209,0.00283623100150025,0.00141536418213622,0.00210750097248049,0.00131885650160967,0.0022011714952483,0.00234939017179386,0.00163264478444708,166754
71-55-6,"1,1,1-Trichloroethane",DTXSID0021381,0.0000236311083857921,0.00000466546877040327,0.00000542761957461248,0.0000060146242529271,0.00000088613625271158,0.0000237817777960567,0.0000215866934618819,0.0000235088785418044,0.0000177369361818072,9388
72-57-1,C.I. Direct Blue 14,DTXSID4026268,0.0000000018428702440629,0.000000000356175179974038,0.000000000999667387382744,0.000000000434926047326888,0.000000000283023401776477,0.000000000698629260047177,0.000000000972792750189527,0.00000000101778044359555,0.000000000823419686955956,4026
74-88-4,Methyl iodide,DTXSID0024187,0.00000828137772050293,0.00000232665147624313,0.0000109164656971773,0.00000346470365872527,0.00000192603576908442,0.0000172782544046569,0.0000185280007494224,0.0000199893062922926,0.0000118989848162877,5883
7439-92-1,Lead,DTXSID2024161,0.000270576983201223,0.00015847171181783,0.0001779836920954,0.000147947036492381,0.000317738408380454,0.000204045756069696,0.000216715448427898,0.000216390587275999,0.000199935323118601,233430
7440-02-0,Nickel,DTXSID2020925,0.00045112622414719,0.000389892940463802,0.000479188635513626,0.000629390998348143,0.000787728348643801,0.00056528988330346,0.000537210222071751,0.000579148596518934,0.000544602571462309,212490
7440-38-2,Arsenic,DTXSID4023886,0.00000134008132620044,0.0000160400843283671,0.00000601773002787809,0.00000147263329576603,0.0000135448421155301,0.0000032156381731689,0.0000035848012611916,0.00000358945941047985,0.00000346663414122581,67283
7440-41-7,Beryllium,DTXSID4023913,0.00000005942414386135,0.0000000341060796575644,0.0000000313607314232754,0.0000000342704688067528,0.0000000225172891365836,0.000000116048524460864,0.0000000908491360190851,0.0000000904636404319433,0.0000000848399466608004,19789
7440-43-9,Cadmium,DTXSID1023940,0.00000176010796278396,0.000001105305369817,0.0000012397769767237,0.000000465010484070739,0.000000820517427345993,0.00000113649772206792,0.00000143014293088301,0.0000015784738505033,0.00000109299123292739,45830
7440-48-4,Cobalt,DTXSID1031040,0.0000321278007691601,0.0000126318674878931,0.0000386566070905904,0.0000197423454995851,0.000018193022051795,0.0000203279493809358,0.0000283251156947472,0.0000288961544049219,0.000023871086862332,141034
75-00-3,Chloroethane,DTXSID1020302,0.000622349504366569,0.0000393325733732329,0.000113837072513861,0.0000779819651217587,0.0000489197813311781,0.000147194327855968,0.000297463467593133,0.000314176264533922,0.000155808354881423,14253
75-01-4,Vinyl chloride,DTXSID8021434,0.000521543136559563,0.0000424060657544893,0.000273623916395109,0.0000902660716039327,0.0000386388456385917,0.000135625603767428,0.000267903817509157,0.000292793267071092,0.000180054191505937,11604
75-02-5,Vinyl fluoride,DTXSID3021435,0.000292974233815461,0.000312755835320156,0.0000455556585339166,0.0000498236984772456,0.000041359998250345,0.000106526685085308,0.000160419696048339,0.000185283206688094,0.0000985277329176141,3050
75-07-0,Acetaldehyde,DTXSID5039224,0.00302162346473774,0.000755742574923976,0.00224289788484387,0.00124427668985916,0.000723209029744608,0.00200661429183957,0.0025446983847951,0.00264006693802336,0.00193697766162907,94526
75-09-2,Dichloromethane,DTXSID0020868,0.00262680073695887,0.000559552193010745,0.00109199722745411,0.00141993858246084,0.000981447216140474,0.00153557228810656,0.0016651852162155,0.00175652748654004,0.00153149839659884,114811
75-21-8,Ethylene oxide,DTXSID0020600,0.000245291306422267,0.0000725922098754731,0.000175598848970196,0.000100489212985609,0.0000786714081820556,0.000106247550095551,0.000153145436321237,0.000156581744612234,0.000128639344175475,89931
75-25-2,Bromoform,DTXSID1021374,0.00000132997438646852,0.000000625633845027559,0.000000464509343439151,0.00000034299531243834,0.00000106925224294422,0.00000461393685736609,0.00000371521501472195,0.00000400865350118417,0.00000285923995282464,271
75-27-4,Bromodichloromethane,DTXSID1020198,0.000000299074805566504,0.000000140660433524651,0.000000104454002742299,0.0000000771113882854497,0.000000240403845886734,0.00000103753590542265,0.000000835488257842509,0.000000901507508054307,0.000000642939345488962,271
75-34-3,"1,1-Dichloroethane",DTXSID1020437,0.00000896077350524021,0.00000149962933871932,0.00000223861379850231,0.00000203508348883321,0.000000265811770693689,0.00000709233219489188,0.00000692456783568345,0.00000760966045453777,0.00000562314127478447,5348
75-35-4,"1,1-Dichloroethylene",DTXSID8021438,0.00000538277277928686,0.0000007615162664128,0.00000160666874253916,0.00000116124204577543,0.00000063080447053065,0.00000469184096221128,0.00000464671857290739,0.00000492361746211065,0.00000362255863335476,7505
75-52-5,Nitromethane,DTXSID2020977,0.0000225425363740508,0.00000403086555400964,0.00000172136551608159,0.00000227900626813006,0.000000956195938036404,0.0000131493159600087,0.0000147867812376035,0.0000182785243961067,0.00000979105833160221,822
75-55-8,Propyleneimine,DTXSID8024286,0.000000764798459455434,0.000000342160896359092,0.00000191739199625243,0.00000068840738062865,0.000000142898165811574,0.000000761904663545247,0.000000922504357930535,0.00000088813920497123,0.000000986794849623965,2602
75-56-9,"1,2-Propylene oxide",DTXSID5021207,0.000332549890543851,0.0000974849436112583,0.000385910590790734,0.000148892156338775,0.000146410222166372,0.000176780201650089,0.000276689573451962,0.000285338792873754,0.000216300670786974,49268
759-73-9,1-Ethyl-1-nitrosourea,DTXSID8020593,0.00000000000117337977010651,0.000000000000316428333121975,0.000000000000332817413896066,0.000000000000817490776728943,0.00000000000273708146577131,0.00000000000454401498357655,0.00000000000295436927716799,0.00000000000283641389016469,0.00000000000308382338232341,894
76-44-8,Heptachlor,DTXSID3020679,0.00000000076703891686224,0.000000000200842255546763,0.000000000434056173491965,0.000000000120498517079875,0.0000000000772694200599273,0.000000000272537768675991,0.000000000469738909107321,0.000000000500904924467832,0.000000000308636738534263,10225
764-41-0,"1,4-Dichloro-2-butene",DTXSID9027310,0.00000598993130172029,0.000000415284189292054,0.00000039317106300318,0.00000011826270325611,0.0000000910443297669763,0.000000444329823112568,0.00000146344213068684,0.00000146779994688245,0.00000095569762065306,2035
7664-93-9,Sulfuric acid,DTXSID5029683,0.00500598710836048,0.00190004251729439,0.0047602341377267,0.00435400784953719,0.00708651636380003,0.00369220790439505,0.00424905504150807,0.0043828582399697,0.00404308476485547,162063
77-09-8,Phenolphthalein,DTXSID0021125,0.0000000303090607430373,0.0000000254150369926835,0.0000000188480904143518,0.0000000281579722977222,0.00000000202292438915808,0.0000000256976421627397,0.0000000200045640053428,0.0000000207515603142595,0.0000000276589538662273,2593
77-78-1,Dimethyl sulfate,DTXSID5024055,0.000000778604113376919,0.000000130955322255881,0.000000411918839452148,0.000000786843086754013,0.00000014041932743327,0.000000592160919891175,0.000000647137082799817,0.000000561040666105028,0.000000560089274441064,11978
7758-01-2,Potassium bromate,DTXSID6020195,0.0000000248463187003694,0.00000000337395421285976,0.0000000255846508419809,0.0000000747551577909977,0.0000000029635709891547,0.00000001742862936383,0.0000000160847868411817,0.0000000171800469935742,0.0000000259956138941074,7767
78-48-8,Tribufos,DTXSID1024174,0.00000000189355000156034,0.00000000176941598933573,0.0000000000827971275678232,0.000000000138027363951419,0.0000000000717374767122361,0.00000000092867954241617,0.00000000105208592145961,0.00000000108876958942111,0.000000000749393851797795,388
78-79-5,Isoprene,DTXSID2020761,0.0000961715340107902,0.0000115310507573204,0.000088062197676807,0.0000259629559941018,0.0000122897415790018,0.0000265057175158603,0.0000571206942957576,0.0000608585636944411,0.0000422629663080544,29514
78-87-5,"1,2-Dichloropropane",DTXSID0020448,0.00000832015892798562,0.00000100920725759355,0.00000740108739538456,0.000000581895207560584,0.00000174426647288051,0.00000289384188369447,0.00000631841385357778,0.00000503386536632367,0.00000343473164438159,4250
79-00-5,"1,1,2-Trichloroethane",DTXSID5021380,0.0000162616446959553,0.00000207622901737642,0.0000055698753466636,0.00000335920798496323,0.00000197550497015914,0.00000929658219512587,0.0000107581716071347,0.000011525242677547,0.00000829142566561883,8437
79-01-6,Trichloroethylene,DTXSID0021383,0.00155612092189693,0.000318751156225377,0.00087294837919389,0.000825218356987899,0.000228042366205447,0.00138875018726997,0.00147815582498641,0.00151893636463221,0.00119129715319242,62773
79-06-1,Acrylamide,DTXSID5020027,0.000108018243645856,0.0000172735823334776,0.0000247024020576011,0.0000454012010335351,0.0000197781721207948,0.0000218876403081746,0.0000447488559387823,0.0000487058534500492,0.0000310582733109086,30080
79-34-5,"1,1,2,2-Tetrachloroethane",DTXSID7021318,0.00000150959133340006,0.000000206010084090471,0.000000749481254078332,0.000000298727570017181,0.000000107634265738507,0.000000814806967999503,0.00000101268731361543,0.00000103028480230513,0.000000782164732000211,7001
79-44-7,Dimethylcarbamoyl chloride,DTXSID1020512,0.00000000142000426767816,0.000000000269405270431876,0.000000000707499931887822,0.000000000328534486109045,0.00000000021637379009137,0.000000000542687906958015,0.000000000734840535553369,0.000000000768420712329978,0.000000000626573472496952,1282
79-46-9,2-Nitropropane,DTXSID6020981,0.0000092976414242258,0.000000552066249857792,0.000000877465733335301,0.00000125343681952419,0.000000352921388001713,0.00000664819566210409,0.0000068717035071048,0.00000860927422593869,0.00000481921653626954,1419
79-94-7,"3,3',5,5'-Tetrabromobisphenol A",DTXSID1026081,0.00000591514196746688,0.00000110823959786041,0.00000994206530401832,0.0000114300884846718,0.00000607834250102236,0.00000358641005829743,0.00000581669889295243,0.00000601403395877217,0.00000540620201291695,32716
8001-35-2,Toxaphene,DTXSID7021368,0.0000000026911545272582,0.000000000872938929178833,0.00000000168880183597701,0.000000000609487924143862,0.000000000403199730001371,0.00000000125807209016507,0.00000000173511487802034,0.00000000174854930918083,0.0000000013487380236035,7606
8001-58-9,Creosote,DTXSID2023987,0.000163937241123548,0.0000194217105689883,0.0000196334628405066,0.0000111148983838194,0.00000812955132116747,0.0000477482476836104,0.0000801775132436244,0.0000858099324723494,0.0000439566398698721,17841
81-88-9,Rhodamine B,DTXSID6042369,0.00000000842194086844946,0.00000000131019313343803,0.0000000687774790049715,0.0000000034591264273817,0.00000000179206164924202,0.00000000279861631918636,0.0000000302500796662956,0.0000000296732347102043,0.0000000102288364581682,3254
86-30-6,N-Nitrosodiphenylamine,DTXSID6021030,0.00000000965191443235857,0.000000000783178876698589,0.000000000670770764781837,0.000000000218253748407732,0.000000000184719076098727,0.000000000794365459591614,0.00000000242434345665174,0.00000000243370671585933,0.0000000015951839060743,1158
87-62-7,"2,6-Dimethylaniline",DTXSID8026307,0.00000000121224707698387,0.000000000657841605148372,0.000000000646973598646318,0.00000000285240114599234,0.000000000340360228007287,0.000000006842141449973,0.00000000351687252921952,0.00000000267509480349515,0.00000000497296978025396,372
87-68-3,"Hexachloro-1,3-butadiene",DTXSID7020683,0.00000184732580245729,0.000000157078625814875,0.000000214938402914884,0.000000248005916089997,0.0000000762437515852775,0.000000667029506615214,0.000000681234097558396,0.000000758919357682225,0.000000700622769773415,5357
87-86-5,Pentachlorophenol,DTXSID7021106,0.0000000453202374862129,0.0000000594117046768343,0.0000000355289679926831,0.0000000679331851938022,0.0000000618809801364866,0.0000000670076161680666,0.0000000587282022748898,0.0000000515543944459443,0.0000000589283935066063,11085
88-06-2,"2,4,6-Trichlorophenol",DTXSID5021386,0.000000654713033908704,0.000000219924014500535,0.000000439833361648335,0.000000264910201783358,0.000000127977807313119,0.000000415169657964549,0.000000468771843941062,0.000000462399048915297,0.000000421371544973489,5790
90-04-0,2-Anisidine,DTXSID5023877,0.000000480145790282656,0.00000179496855704621,0.00000031513215152061,0.0000000618553393781325,0.0000000599497793472125,0.00000149371001924351,0.00000131878907359438,0.000000900113455484034,0.00000105621315561926,595
90-43-7,2-Phenylphenol,DTXSID2021151,0.000000081791204445352,0.000000017567332708493,0.000000125001611693452,0.0000000849629817402813,0.0000000144976395186228,0.0000000358903486923095,0.000000075592933175688,0.000000060947250751608,0.0000000556946470901591,5395
91-08-7,"Toluene-2,6-diisocyanate",DTXSID2026157,0.00000282732311683123,0.000000193545133759459,0.000000489615491289108,0.000000445963082083172,0.00000052335889267029,0.00000069563704951115,0.000000956441751317289,0.000000987397155270549,0.000000876280186883461,19538
91-20-3,Naphthalene,DTXSID8020913,0.00107611238587469,0.000356230693660459,0.00141638699850927,0.000737906774210819,0.000644968428684946,0.000491706573881158,0.000890041680919377,0.000914325518198994,0.00069713445013782,180250
91-22-5,Quinoline,DTXSID1021798,0.00000193621643103295,0.000000162028373628789,0.0000028253847302872,0.00000108043763025503,0.000000107345887326002,0.000000643676953410919,0.00000150881409118027,0.00000156713616477048,0.00000112139971323577,8540
91-94-1,"3,3'-Dichlorobenzidine",DTXSID6020432,0.00000000106552608455024,0.000000000212754335629797,0.000000000538163518283818,0.000000000237738092415787,0.000000000146249434522697,0.00000000039169466628193,0.000000000532637756536251,0.000000000555189585412453,0.000000000465086526071106,320
92-67-1,4-Biphenylamine,DTXSID5020071,0.0000000908803338036268,0.0000000106603404558596,0.00000000976890151781882,0.00000000150398852519563,0.00000000264335350674281,0.00000000760134879865584,0.000000023505720553874,0.0000000200702937261003,0.0000000156780514017117,917
92-87-5,C.I. Azoic Diazo Component 112,DTXSID2020137,0.000000000374239129260089,0.0000000000888496232189263,0.000000000206847846876969,0.0000000000723094421150101,0.0000000000415367541656205,0.000000000153146767385613,0.000000000180982027994468,0.000000000181082556539424,0.000000000182086893570754,320
924-16-3,N-Nitrosodibutylamine,DTXSID2021026,0.000000000000989800698452725,0.000000000000279045433226778,0.000000000000276838697443608,0.000000000000655791826625717,0.00000000000266656437858042,0.00000000000388694966433304,0.00000000000258568366010685,0.00000000000249529745652056,0.00000000000261042424995017,894
924-42-5,N-Methylolacrylamide,DTXSID3020885,0.00000203760367548096,0.000000393870565359182,0.00000181667466807648,0.00000162073185495375,0.000000370670023538697,0.00000259916167636394,0.00000385901685266774,0.00000520490145151055,0.00000167610224603341,15619
94-58-6,"1,2-(Methylenedioxy)-4-propylbenzene",DTXSID7020475,0.000000000000829039274124342,0.000000000000246515222933319,0.000000000000228054164161669,0.000000000000515571933764201,0.00000000000260058540746241,0.00000000000330329502311869,0.00000000000225900469190873,0.00000000000219339560801345,0.00000000000219057320045746,894
94-59-7,Safrole,DTXSID0021254,0.000000000000714193298589693,0.000000000000223315367071751,0.000000000000193433585131103,0.000000000000417086226333503,0.00000000000254987970692409,0.00000000000288077998434136,0.00000000000202264237634845,0.00000000000197526525498319,0.00000000000188730797541356,894
94-75-7,"2,4-Dichlorophenoxyacetic acid",DTXSID0020442,0.000000589826090097453,0.0000000891826205161218,0.000000138153772358773,0.000000128994615302617,0.0000000486749140983637,0.000000363226148746101,0.000000420046384617347,0.000000469240084316963,0.000000293630728707878,17369
95-53-4,2-Methylaniline,DTXSID1026164,0.00000517842890503667,0.00000302974294450395,0.0000138171118969305,0.00000212920058696806,0.00000168171606044161,0.00000288324996009554,0.00000752870743521976,0.00000770366051165547,0.00000428663935896965,5818
95-54-5,"1,2-Phenylenediamine",DTXSID3025881,0.000000258718989696542,0.0000000291952706406056,0.000000027379851818648,0.00000000518555504752691,0.00000000687165887962008,0.0000000239773351566069,0.0000000691138795862307,0.0000000599729031199662,0.0000000459420267827011,3678
95-80-7,"2,4-Diaminotoluene",DTXSID4020402,0.0000000362768727494388,0.0000000024066708232612,0.0000000166468385336657,0.00000000267217140170742,0.00000000215969688995853,0.0000000144944652949837,0.0000000211368202511926,0.0000000242994906154483,0.0000000147288743168712,1968
96-12-8,"1,2-Dibromo-3-chloropropane",DTXSID3020413,0.0000000000065658171747464,0.00000000000100314557085199,0.000000000000824765757720359,0.00000000000103145544252691,0.00000000000278312231903569,0.00000000000606294364119763,0.00000000000538109496823814,0.0000000000055781994850309,0.00000000000449428030572651,989
96-18-4,"1,2,3-Trichloropropane",DTXSID9021390,0.00000280079616479235,0.000000381187513298243,0.0000063957247418139,0.000000121421717901285,0.000000473708232342527,0.000000867128109772349,0.00000334592130275396,0.00000209451573387877,0.00000156962139944661,3388
96-33-3,Methyl acrylate,DTXSID0024183,0.0000356349007163643,0.0000147108817749344,0.0000249096226780202,0.000014337977233114,0.00000383790208494817,0.0000159228718783883,0.00002289934555545,0.0000250295036385342,0.0000188748178581669,44731
96-45-7,Ethylene thiourea,DTXSID5020601,0.000000152032316205702,0.0000000647405268089531,0.0000000915550508862529,0.000000058615823000454,0.0000000875775223563645,0.000000302626788675459,0.00000028928954900378,0.000000373471271503466,0.000000207028229360777,4208
98-07-7,Benzotrichloride,DTXSID1020148,0.00000000000722673158949821,0.00000000000523955213073692,0.00000000000111916487836208,0.00000000000239723276593962,0.0000000000099058617763698,0.0000000000241369019231531,0.0000000000236483653584429,0.0000000000245851096193932,0.0000000000138012063741331,894
98-82-8,Cumene,DTXSID1021827,0.00106819116579747,0.000186684712209697,0.00113402812362607,0.000671916591027247,0.000300667391971048,0.000501103208440435,0.00087782668325646,0.000966603403636559,0.000628344512365966,153078
98-95-3,Nitrobenzene,DTXSID3020964,0.000041393271520819,0.00000438734168410988,0.000014410975556247,0.000015561179876663,0.00000519810070626887,0.0000225645628329597,0.0000187636806225247,0.0000173966810683972,0.000024209237189827,9189
